snippet,sentiment,cleaned_snippet
"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition . 
",0,air surprisingly juvenile lark popinfluenced prank whose charms immediately apparent wear thin repetition
"the plot meanders from gripping to plodding and back . 
",0,plot meanders gripping plodding back
"this is cruel , misanthropic stuff with only weak claims to surrealism and black comedy . 
",0,cruel misanthropic stuff weak claims surrealism black comedy
"no amount of nostalgia for carvey's glory days can disguise the fact that the new film is a lame kiddie flick and that carvey's considerable talents are wasted in it . 
",0,amount nostalgia carveys glory days disguise fact new film lame kiddie flick carveys considerable talents wasted
"best described as i know what you did last winter . 
",0,best described know last winter
"[taylor] takes us on a ride that's consistently surprising , easy to watch -- but , oh , so dumb . 
",0,taylor takes us ride thats consistently surprising easy watch oh dumb
"it's difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks . 
",0,difficult longtime admirer work swept invincible overlook drawbacks
"lazily directed by charles stone iii . . . from a leaden script by matthew cirulnick and novelist thulani davis . 
",0,lazily directed charles stone iii leaden script matthew cirulnick novelist thulani davis
"though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché . 
",0,though jones snipes enthralling movie bogs rhetoric cliché
"the most remarkable ( and frustrating ) thing about world traveler , which opens today in manhattan , is that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank . 
",0,remarkable frustrating thing world traveler opens today manhattan protagonist object intense scrutiny 104 minutes remains complete blank
"an artsploitation movie with too much exploitation and too little art . 
",0,artsploitation movie much exploitation little art
"the pacing is often way off and there are too many bona fide groaners among too few laughs . 
",0,pacing often way many bona fide groaners among laughs
"with lines that feel like long soliloquies -- even as they are being framed in conversation -- max is static , stilted . 
",0,lines feel like long soliloquies even framed conversation max static stilted
"barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference . 
",0,barely manages seconds seemingly eternal running time pique interest imagination empathy anything really save disgust indifference
"writer/director burr steers emphasizes the q in quirky , with mixed results . 
",0,writerdirector burr steers emphasizes q quirky mixed results
"one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact . 
",0,one senses world traveler earlier film freundlich bears grievous obscure complaint fathers circles obsessively without making contact
"in between the icy stunts , the actors spout hilarious dialogue about following your dream and 'just letting the mountain tell you what to do . '
",0,icy stunts actors spout hilarious dialogue following dream letting mountain tell
"the obligatory break-ups and hook-ups don't seem to have much emotional impact on the characters . 
",0,obligatory breakups hookups dont seem much emotional impact characters
"make no mistake , ivans xtc . is a mess . 
",0,make mistake ivans xtc mess
"hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old's suicidal poetry . 
",0,hypnotically dull relentlessly downbeat laughably predictable wail pitched cadence depressed fifteenyearolds suicidal poetry
"the concept is a hoot . the trailer is a riot . the movie is a dud . 
",0,concept hoot trailer riot movie dud
"it's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring . 
",0,boring movie boring man made watchable bravura performance consummate actor incapable boring
"because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags . 
",0,intelligence level characters must low low low masquerade work movie contains wit labored gags
"it's hard to imagine another director ever making his wife look so bad in a major movie . 
",0,hard imagine another director ever making wife look bad major movie
